timestamp,actual_price,predicted_price,residual,split,clean_spark_spread,marginal_cost,market_price,price_spread,signal,margin_signal,dispatch_pnl
2024-10-15 15:00:00+00:00,123.782,126.5900989262641,-2.8080989262641083,validation,36.590098926264105,90.0,126.5900989262641,0.0,HOLD,DISPATCH,36.590098926264105
2024-10-15 16:00:00+00:00,136.79,144.87309428452684,-8.083094284526851,validation,54.87309428452684,90.0,135.73159660539548,9.141497679131362,HOLD,DISPATCH,54.87309428452684
2024-10-15 17:00:00+00:00,106.525,129.8390497040786,-23.3140497040786,validation,39.839049704078604,90.0,133.76741430495653,-3.928364600877927,HOLD,DISPATCH,39.839049704078604
2024-10-15 18:00:00+00:00,76.26,111.85391117254272,-35.59391117254272,validation,21.853911172542723,90.0,128.28903852185306,-16.435127349310335,SELL,DISPATCH,21.853911172542723
2024-10-15 19:00:00+00:00,64.43333333333334,97.83028755541328,-33.39695422207994,validation,7.830287555413278,90.0,122.19728832856511,-24.36700077315183,SELL,DISPATCH,7.830287555413278
2024-10-15 20:00:00+00:00,52.60666666666667,86.67809540021334,-34.07142873354667,validation,-3.321904599786663,90.0,116.27742284050647,-29.599327440293138,SELL,OFF,0.0
2024-10-15 21:00:00+00:00,40.78,64.64434572904591,-23.86434572904591,validation,-25.35565427095409,90.0,108.90126896744069,-44.256923238394776,SELL,OFF,0.0
2024-10-15 22:00:00+00:00,23.35,44.895511318678,-21.545511318677995,validation,-45.104488681322,90.0,100.90054926134535,-56.00503794266735,SELL,OFF,0.0
2024-10-15 23:00:00+00:00,12.8,32.47076352134025,-19.67076352134025,validation,-57.52923647865975,90.0,93.29723973467812,-60.82647621333786,SELL,OFF,0.0
2024-10-16 00:00:00+00:00,5.3,27.00045975946018,-21.70045975946018,validation,-62.999540240539815,90.0,86.66756173715632,-59.667101977696134,SELL,OFF,0.0
2024-10-16 01:00:00+00:00,3.61,21.50297497446607,-17.89297497446607,validation,-68.49702502553393,90.0,80.74350839509357,-59.2405334206275,SELL,OFF,0.0
2024-10-16 02:00:00+00:00,5.904999999999999,37.439132497553885,-31.534132497553884,validation,-52.560867502446115,90.0,77.13481040363193,-39.695677906078046,SELL,OFF,0.0
2024-10-16 03:00:00+00:00,8.2,60.29612137112698,-52.09612137112698,validation,-29.70387862887302,90.0,75.83952663190078,-15.543405260773802,SELL,OFF,0.0
2024-10-16 04:00:00+00:00,42.59,81.8411244323665,-39.251124432366495,validation,-8.158875567633501,90.0,76.26821218907689,5.572912243289608,HOLD,OFF,0.0
2024-10-16 05:00:00+00:00,67.29,100.17659912151046,-32.88659912151046,validation,10.176599121510463,90.0,77.86210465123914,22.314494470271327,BUY,DISPATCH,10.176599121510463
2024-10-16 06:00:00+00:00,53.75333333333334,104.35571597751616,-50.60238264418283,validation,14.355715977516155,90.0,79.51795535913145,24.837760618384706,BUY,DISPATCH,14.355715977516155
2024-10-16 07:00:00+00:00,40.21666666666667,92.22173697943823,-52.005070312771565,validation,2.2217369794382336,90.0,80.2652366309142,11.956500348524031,BUY,DISPATCH,2.2217369794382336
2024-10-16 08:00:00+00:00,26.68,74.01367333239192,-47.33367333239192,validation,-15.986326667608083,90.0,79.91792755877408,-5.9042542263821645,HOLD,OFF,0.0
2024-10-16 09:00:00+00:00,14.16,60.41443054463662,-46.25443054463662,validation,-29.585569455363377,90.0,78.89142771592473,-18.47699717128811,SELL,OFF,0.0
2024-10-16 10:00:00+00:00,4.09,39.181974046226365,-35.09197404622637,validation,-50.818025953773635,90.0,76.90595503243982,-37.723980986213455,SELL,OFF,0.0
2024-10-16 11:00:00+00:00,2.04,36.390494595482615,-34.350494595482616,validation,-53.609505404517385,90.0,74.97664739258472,-38.58615279710211,SELL,OFF,0.0
2024-10-16 12:00:00+00:00,8.11,54.95653584820822,-46.84653584820822,validation,-35.04346415179178,90.0,74.06664232238579,-19.11010647417757,SELL,OFF,0.0
2024-10-16 13:00:00+00:00,14.18,71.18011329364438,-57.00011329364438,validation,-18.819886706355618,90.0,73.94114106026659,-2.761027766622206,HOLD,OFF,0.0
2024-10-16 14:00:00+00:00,54.92,90.5470591130828,-35.627059113082794,validation,0.5470591130827955,90.0,74.63305431246727,15.91400480061553,BUY,DISPATCH,0.5470591130827955
2024-10-16 15:00:00+00:00,56.308,104.76871660178006,-48.46071660178006,validation,14.768716601780056,90.0,75.83848080403978,28.93023579774028,BUY,DISPATCH,14.768716601780056
2024-10-16 16:00:00+00:00,57.696,108.77032239425036,-51.07432239425036,validation,18.770322394250357,90.0,77.10509009597095,31.665232298279406,BUY,DISPATCH,18.770322394250357
2024-10-16 17:00:00+00:00,59.084,99.97135510811933,-40.88735510811932,validation,9.971355108119326,90.0,77.9519888001246,22.01936630799473,BUY,DISPATCH,9.971355108119326
2024-10-16 18:00:00+00:00,60.472,91.5882234038931,-31.11622340389309,validation,1.588223403893096,90.0,78.43899717883062,13.149226225062478,BUY,DISPATCH,1.588223403893096
2024-10-16 19:00:00+00:00,61.86,79.66949465656668,-17.809494656566685,validation,-10.330505343433316,90.0,78.48142812633876,1.1880665302279283,HOLD,OFF,0.0
